Month_Year,Department,Skill,Competency_Level,Skill_Requirement,Skill_Gap
Nov-2027,Data & Analytics Department,Data Engineering,83,100,17
Dec-2027,Data & Analytics Department,Data Engineering,85,100,15
Jan-2026,Data & Analytics Department,Data Mining,46,67,21
Feb-2026,Data & Analytics Department,Data Mining,46,69,23
Mar-2026,Data & Analytics Department,Data Mining,47,72,25
Apr-2026,Data & Analytics Department,Data Mining,49,76,27
May-2026,Data & Analytics Department,Data Mining,50,80,30
Jun-2026,Data & Analytics Department,Data Mining,51,84,33
Jul-2026,Data & Analytics Department,Data Mining,51,88,37
Aug-2026,Data & Analytics Department,Data Mining,53,91,38
Sep-2026,Data & Analytics Department,Data Mining,53,94,41
Oct-2026,Data & Analytics Department,Data Mining,54,94,40
Nov-2026,Data & Analytics Department,Data Mining,55,94,39
Dec-2026,Data & Analytics Department,Data Mining,56,94,38
Jan-2027,Data & Analytics Department,Data Mining,58,94,36
Feb-2027,Data & Analytics Department,Data Mining,58,94,36
Mar-2027,Data & Analytics Department,Data Mining,59,94,35
Apr-2027,Data & Analytics Department,Data Mining,60,94,34
May-2027,Data & Analytics Department,Data Mining,61,95,34
Jun-2027,Data & Analytics Department,Data Mining,62,95,33
Jul-2027,Data & Analytics Department,Data Mining,63,96,33
Aug-2027,Data & Analytics Department,Data Mining,63,96,33
Sep-2027,Data & Analytics Department,Data Mining,64,96,32
Oct-2027,Data & Analytics Department,Data Mining,64,96,32
Nov-2027,Data & Analytics Department,Data Mining,64,96,32
Dec-2027,Data & Analytics Department,Data Mining,65,96,31
Jan-2026,IT & Digital Infrastructure Department,Cloud Computing,39,60,21
Feb-2026,IT & Digital Infrastructure Department,Cloud Computing,41,65,24
Mar-2026,IT & Digital Infrastructure Department,Cloud Computing,42,68,26
Apr-2026,IT & Digital Infrastructure Department,Cloud Computing,45,73,28
May-2026,IT & Digital Infrastructure Department,Cloud Computing,47,76,29
Jun-2026,IT & Digital Infrastructure Department,Cloud Computing,50,80,30
Jul-2026,IT & Digital Infrastructure Department,Cloud Computing,51,84,33
Aug-2026,IT & Digital Infrastructure Department,Cloud Computing,54,87,33
Sep-2026,IT & Digital Infrastructure Department,Cloud Computing,55,92,37
Oct-2026,IT & Digital Infrastructure Department,Cloud Computing,58,97,39
Nov-2026,IT & Digital Infrastructure Department,Cloud Computing,59,98,39
Dec-2026,IT & Digital Infrastructure Department,Cloud Computing,62,98,36
Jan-2027,IT & Digital Infrastructure Department,Cloud Computing,64,98,34
Feb-2027,IT & Digital Infrastructure Department,Cloud Computing,66,99,33
Mar-2027,IT & Digital Infrastructure Department,Cloud Computing,68,100,32
Apr-2027,IT & Digital Infrastructure Department,Cloud Computing,70,100,30
May-2027,IT & Digital Infrastructure Department,Cloud Computing,73,100,27
Jun-2027,IT & Digital Infrastructure Department,Cloud Computing,74,100,26
Jul-2027,IT & Digital Infrastructure Department,Cloud Computing,77,100,23
Aug-2027,IT & Digital Infrastructure Department,Cloud Computing,79,100,21
Sep-2027,IT & Digital Infrastructure Department,Cloud Computing,82,100,18
Oct-2027,IT & Digital Infrastructure Department,Cloud Computing,85,100,15
Nov-2027,IT & Digital Infrastructure Department,Cloud Computing,87,100,13
Dec-2027,IT & Digital Infrastructure Department,Cloud Computing,90,100,10
Jan-2026,IT & Digital Infrastructure Department,Cybersecurity,36,61,25
Feb-2026,IT & Digital Infrastructure Department,Cybersecurity,39,64,25
Mar-2026,IT & Digital Infrastructure Department,Cybersecurity,41,68,27
Apr-2026,IT & Digital Infrastructure Department,Cybersecurity,42,72,30
May-2026,IT & Digital Infrastructure Department,Cybersecurity,43,77,34
Jun-2026,IT & Digital Infrastructure Department,Cybersecurity,45,82,37
Jul-2026,IT & Digital Infrastructure Department,Cybersecurity,46,86,40
Aug-2026,IT & Digital Infrastructure Department,Cybersecurity,48,90,42
Sep-2026,IT & Digital Infrastructure Department,Cybersecurity,49,94,45
Oct-2026,IT & Digital Infrastructure Department,Cybersecurity,51,99,48
Nov-2026,IT & Digital Infrastructure Department,Cybersecurity,53,99,46
Dec-2026,IT & Digital Infrastructure Department,Cybersecurity,55,99,44
Jan-2027,IT & Digital Infrastructure Department,Cybersecurity,57,100,43
Feb-2027,IT & Digital Infrastructure Department,Cybersecurity,58,100,42
Mar-2027,IT & Digital Infrastructure Department,Cybersecurity,60,100,40
Apr-2027,IT & Digital Infrastructure Department,Cybersecurity,62,100,38
May-2027,IT & Digital Infrastructure Department,Cybersecurity,63,100,37
Jun-2027,IT & Digital Infrastructure Department,Cybersecurity,66,100,34
Jul-2027,IT & Digital Infrastructure Department,Cybersecurity,67,100,33
Aug-2027,IT & Digital Infrastructure Department,Cybersecurity,69,100,31
Sep-2027,IT & Digital Infrastructure Department,Cybersecurity,72,100,28
Oct-2027,IT & Digital Infrastructure Department,Cybersecurity,74,100,26
Nov-2027,IT & Digital Infrastructure Department,Cybersecurity,76,100,24
Dec-2027,IT & Digital Infrastructure Department,Cybersecurity,78,100,22
Jan-2026,IT & Digital Infrastructure Department,APIs & System Integration,35,61,26
Feb-2026,IT & Digital Infrastructure Department,APIs & System Integration,37,66,29
Mar-2026,IT & Digital Infrastructure Department,APIs & System Integration,40,71,31
Apr-2026,IT & Digital Infrastructure Department,APIs & System Integration,43,76,33
May-2026,IT & Digital Infrastructure Department,APIs & System Integration,45,80,35
Jun-2026,IT & Digital Infrastructure Department,APIs & System Integration,46,84,38
Jul-2026,IT & Digital Infrastructure Department,APIs & System Integration,49,87,38
Aug-2026,IT & Digital Infrastructure Department,APIs & System Integration,51,92,41
Sep-2026,IT & Digital Infrastructure Department,APIs & System Integration,53,95,42
Oct-2026,IT & Digital Infrastructure Department,APIs & System Integration,55,96,41
Nov-2026,IT & Digital Infrastructure Department,APIs & System Integration,56,96,40
Dec-2026,IT & Digital Infrastructure Department,APIs & System Integration,58,96,38
Jan-2027,IT & Digital Infrastructure Department,APIs & System Integration,60,96,36
Feb-2027,IT & Digital Infrastructure Department,APIs & System Integration,61,96,35
Mar-2027,IT & Digital Infrastructure Department,APIs & System Integration,64,96,32
Apr-2027,IT & Digital Infrastructure Department,APIs & System Integration,67,97,30
May-2027,IT & Digital Infrastructure Department,APIs & System Integration,69,97,28
Jun-2027,IT & Digital Infrastructure Department,APIs & System Integration,70,97,27
Jul-2027,IT & Digital Infrastructure Department,APIs & System Integration,73,97,24
Aug-2027,IT & Digital Infrastructure Department,APIs & System Integration,76,98,22
Sep-2027,IT & Digital Infrastructure Department,APIs & System Integration,79,98,19
Oct-2027,IT & Digital Infrastructure Department,APIs & System Integration,82,98,16
Nov-2027,IT & Digital Infrastructure Department,APIs & System Integration,84,99,15
Dec-2027,IT & Digital Infrastructure Department,APIs & System Integration,86,99,13
Jan-2026,IT & Digital Infrastructure Department,Government Cloud,36,69,33
Feb-2026,IT & Digital Infrastructure Department,Government Cloud,37,70,33
Mar-2026,IT & Digital Infrastructure Department,Government Cloud,38,71,33
Apr-2026,IT & Digital Infrastructure Department,Government Cloud,38,71,33
May-2026,IT & Digital Infrastructure Department,Government Cloud,39,72,33
Jun-2026,IT & Digital Infrastructure Department,Government Cloud,40,72,32
Jul-2026,IT & Digital Infrastructure Department,Government Cloud,41,72,31
Aug-2026,IT & Digital Infrastructure Department,Government Cloud,41,73,32
Sep-2026,IT & Digital Infrastructure Department,Government Cloud,41,74,33
Oct-2026,IT & Digital Infrastructure Department,Government Cloud,43,74,31
Nov-2026,IT & Digital Infrastructure Department,Government Cloud,44,74,30
Dec-2026,IT & Digital Infrastructure Department,Government Cloud,45,74,29
Jan-2027,IT & Digital Infrastructure Department,Government Cloud,45,74,29
Feb-2027,IT & Digital Infrastructure Department,Government Cloud,46,74,28
Mar-2027,IT & Digital Infrastructure Department,Government Cloud,47,75,28
Apr-2027,IT & Digital Infrastructure Department,Government Cloud,48,76,28
May-2027,IT & Digital Infrastructure Department,Government Cloud,48,76,28
Jun-2027,IT & Digital Infrastructure Department,Government Cloud,49,76,27
Jul-2027,IT & Digital Infrastructure Department,Government Cloud,51,77,26
Aug-2027,IT & Digital Infrastructure Department,Government Cloud,52,78,26
Sep-2027,IT & Digital Infrastructure Department,Government Cloud,54,79,25
Oct-2027,IT & Digital Infrastructure Department,Government Cloud,56,79,23
Nov-2027,IT & Digital Infrastructure Department,Government Cloud,57,79,22
Dec-2027,IT & Digital Infrastructure Department,Government Cloud,58,79,21
Jan-2026,IT & Digital Infrastructure Department,Database Management,47,75,28
Feb-2026,IT & Digital Infrastructure Department,Database Management,51,76,25
Mar-2026,IT & Digital Infrastructure Department,Database Management,54,77,23
Apr-2026,IT & Digital Infrastructure Department,Database Management,57,78,21
May-2026,IT & Digital Infrastructure Department,Database Management,62,80,18
Jun-2026,IT & Digital Infrastructure Department,Database Management,65,80,15
Jul-2026,IT & Digital Infrastructure Department,Database Management,69,81,12
Aug-2026,IT & Digital Infrastructure Department,Database Management,72,81,9
Sep-2026,IT & Digital Infrastructure Department,Database Management,77,83,6
Oct-2026,IT & Digital Infrastructure Department,Database Management,80,85,5
Nov-2026,IT & Digital Infrastructure Department,Database Management,84,86,2
Dec-2026,IT & Digital Infrastructure Department,Database Management,84,87,3
Jan-2027,IT & Digital Infrastructure Department,Database Management,85,87,2
Feb-2027,IT & Digital Infrastructure Department,Database Management,85,88,3
Mar-2027,IT & Digital Infrastructure Department,Database Management,87,90,3
Apr-2027,IT & Digital Infrastructure Department,Database Management,88,91,3
May-2027,IT & Digital Infrastructure Department,Database Management,90,93,3
Jun-2027,IT & Digital Infrastructure Department,Database Management,91,93,2
Jul-2027,IT & Digital Infrastructure Department,Database Management,91,94,3
Aug-2027,IT & Digital Infrastructure Department,Database Management,92,95,3
Sep-2027,IT & Digital Infrastructure Department,Database Management,92,96,4
Oct-2027,IT & Digital Infrastructure Department,Database Management,96,97,1
Nov-2027,IT & Digital Infrastructure Department,Database Management,97,99,2
Dec-2027,IT & Digital Infrastructure Department,Database Management,99,100,1
Jan-2026,IT & Digital Infrastructure Department,Network Administration,47,62,15
Feb-2026,IT & Digital Infrastructure Department,Network Administration,47,66,19
Mar-2026,IT & Digital Infrastructure Department,Network Administration,48,68,20
Apr-2026,IT & Digital Infrastructure Department,Network Administration,49,71,22
May-2026,IT & Digital Infrastructure Department,Network Administration,50,74,24
Jun-2026,IT & Digital Infrastructure Department,Network Administration,51,78,27
Jul-2026,IT & Digital Infrastructure Department,Network Administration,52,81,29
Aug-2026,IT & Digital Infrastructure Department,Network Administration,53,84,31
Sep-2026,IT & Digital Infrastructure Department,Network Administration,53,87,34
Oct-2026,IT & Digital Infrastructure Department,Network Administration,53,89,36
Nov-2026,IT & Digital Infrastructure Department,Network Administration,54,92,38
Dec-2026,IT & Digital Infrastructure Department,Network Administration,56,92,36
Jan-2027,IT & Digital Infrastructure Department,Network Administration,57,93,36
Feb-2027,IT & Digital Infrastructure Department,Network Administration,59,93,34
Mar-2027,IT & Digital Infrastructure Department,Network Administration,60,93,33
Apr-2027,IT & Digital Infrastructure Department,Network Administration,61,93,32
May-2027,IT & Digital Infrastructure Department,Network Administration,62,93,31
Jun-2027,IT & Digital Infrastructure Department,Network Administration,63,94,31
Jul-2027,IT & Digital Infrastructure Department,Network Administration,65,94,29
Aug-2027,IT & Digital Infrastructure Department,Network Administration,67,94,27
Sep-2027,IT & Digital Infrastructure Department,Network Administration,68,94,26
Oct-2027,IT & Digital Infrastructure Department,Network Administration,68,94,26
Nov-2027,IT & Digital Infrastructure Department,Network Administration,68,94,26
Dec-2027,IT & Digital Infrastructure Department,Network Administration,68,94,26
Jan-2026,IT & Digital Infrastructure Department,DevOps,75,77,2
Feb-2026,IT & Digital Infrastructure Department,DevOps,75,78,3
Mar-2026,IT & Digital Infrastructure Department,DevOps,74,78,4
Apr-2026,IT & Digital Infrastructure Department,DevOps,75,79,4
May-2026,IT & Digital Infrastructure Department,DevOps,74,80,6
Jun-2026,IT & Digital Infrastructure Department,DevOps,73,81,8
Jul-2026,IT & Digital Infrastructure Department,DevOps,74,82,8
Aug-2026,IT & Digital Infrastructure Department,DevOps,74,83,9
Sep-2026,IT & Digital Infrastructure Department,DevOps,73,84,11
Oct-2026,IT & Digital Infrastructure Department,DevOps,73,84,11
Nov-2026,IT & Digital Infrastructure Department,DevOps,73,84,11
Dec-2026,IT & Digital Infrastructure Department,DevOps,75,85,10
Jan-2027,IT & Digital Infrastructure Department,DevOps,75,85,10
Feb-2027,IT & Digital Infrastructure Department,DevOps,74,86,12
Mar-2027,IT & Digital Infrastructure Department,DevOps,75,86,11
Apr-2027,IT & Digital Infrastructure Department,DevOps,77,87,10
May-2027,IT & Digital Infrastructure Department,DevOps,78,87,9
Jun-2027,IT & Digital Infrastructure Department,DevOps,77,87,10
Jul-2027,IT & Digital Infrastructure Department,DevOps,77,87,10
Aug-2027,IT & Digital Infrastructure Department,DevOps,77,88,11
Sep-2027,IT & Digital Infrastructure Department,DevOps,76,89,13
Oct-2027,IT & Digital Infrastructure Department,DevOps,76,90,14
Nov-2027,IT & Digital Infrastructure Department,DevOps,75,90,15
Dec-2027,IT & Digital Infrastructure Department,DevOps,75,91,16
Jan-2026,IT & Digital Infrastructure Department,Digital Infrastructure,42,68,26
Feb-2026,IT & Digital Infrastructure Department,Digital Infrastructure,42,68,26
Mar-2026,IT & Digital Infrastructure Department,Digital Infrastructure,44,69,25
Apr-2026,IT & Digital Infrastructure Department,Digital Infrastructure,44,70,26
May-2026,IT & Digital Infrastructure Department,Digital Infrastructure,46,71,25
Jun-2026,IT & Digital Infrastructure Department,Digital Infrastructure,47,72,25
Jul-2026,IT & Digital Infrastructure Department,Digital Infrastructure,48,72,24
Aug-2026,IT & Digital Infrastructure Department,Digital Infrastructure,49,72,23
Sep-2026,IT & Digital Infrastructure Department,Digital Infrastructure,51,72,21
Oct-2026,IT & Digital Infrastructure Department,Digital Infrastructure,52,73,21
Nov-2026,IT & Digital Infrastructure Department,Digital Infrastructure,53,73,20
Dec-2026,IT & Digital Infrastructure Department,Digital Infrastructure,53,74,21
Jan-2027,IT & Digital Infrastructure Department,Digital Infrastructure,54,74,20
Feb-2027,IT & Digital Infrastructure Department,Digital Infrastructure,56,75,19
Mar-2027,IT & Digital Infrastructure Department,Digital Infrastructure,58,76,18
Apr-2027,IT & Digital Infrastructure Department,Digital Infrastructure,60,76,16
May-2027,IT & Digital Infrastructure Department,Digital Infrastructure,61,76,15
Jun-2027,IT & Digital Infrastructure Department,Digital Infrastructure,61,77,16
Jul-2027,IT & Digital Infrastructure Department,Digital Infrastructure,62,77,15
Aug-2027,IT & Digital Infrastructure Department,Digital Infrastructure,63,78,15
Sep-2027,IT & Digital Infrastructure Department,Digital Infrastructure,63,78,15
Oct-2027,IT & Digital Infrastructure Department,Digital Infrastructure,63,78,15
Nov-2027,IT & Digital Infrastructure Department,Digital Infrastructure,64,79,15
Dec-2027,IT & Digital Infrastructure Department,Digital Infrastructure,64,80,16
Jan-2026,IT & Digital Infrastructure Department,System Architecture,45,70,25
Feb-2026,IT & Digital Infrastructure Department,System Architecture,48,71,23
Mar-2026,IT & Digital Infrastructure Department,System Architecture,52,72,20
Apr-2026,IT & Digital Infrastructure Department,System Architecture,57,74,17
May-2026,IT & Digital Infrastructure Department,System Architecture,61,75,14
Jun-2026,IT & Digital Infrastructure Department,System Architecture,64,77,13
Jul-2026,IT & Digital Infrastructure Department,System Architecture,67,78,11
Aug-2026,IT & Digital Infrastructure Department,System Architecture,71,78,7
Sep-2026,IT & Digital Infrastructure Department,System Architecture,75,78,3
Oct-2026,IT & Digital Infrastructure Department,System Architecture,77,79,2
Nov-2026,IT & Digital Infrastructure Department,System Architecture,77,80,3
Dec-2026,IT & Digital Infrastructure Department,System Architecture,78,81,3
Jan-2027,IT & Digital Infrastructure Department,System Architecture,79,82,3
Feb-2027,IT & Digital Infrastructure Department,System Architecture,81,83,2
Mar-2027,IT & Digital Infrastructure Department,System Architecture,83,85,2
Apr-2027,IT & Digital Infrastructure Department,System Architecture,85,86,1
May-2027,IT & Digital Infrastructure Department,System Architecture,86,87,1
Jun-2027,IT & Digital Infrastructure Department,System Architecture,86,89,3
Jul-2027,IT & Digital Infrastructure Department,System Architecture,87,90,3
Aug-2027,IT & Digital Infrastructure Department,System Architecture,87,90,3
Sep-2027,IT & Digital Infrastructure Department,System Architecture,88,91,3
Oct-2027,IT & Digital Infrastructure Department,System Architecture,89,93,4
Nov-2027,IT & Digital Infrastructure Department,System Architecture,94,94,0
Dec-2027,IT & Digital Infrastructure Department,System Architecture,95,94,-1
Jan-2026,IT & Digital Infrastructure Department,IT Automation,48,64,16
Feb-2026,IT & Digital Infrastructure Department,IT Automation,48,66,18
Mar-2026,IT & Digital Infrastructure Department,IT Automation,50,69,19
Apr-2026,IT & Digital Infrastructure Department,IT Automation,51,71,20
May-2026,IT & Digital Infrastructure Department,IT Automation,52,75,23
Jun-2026,IT & Digital Infrastructure Department,IT Automation,52,78,26
Jul-2026,IT & Digital Infrastructure Department,IT Automation,52,81,29
Aug-2026,IT & Digital Infrastructure Department,IT Automation,53,84,31
Sep-2026,IT & Digital Infrastructure Department,IT Automation,55,86,31
Oct-2026,IT & Digital Infrastructure Department,IT Automation,56,90,34
Nov-2026,IT & Digital Infrastructure Department,IT Automation,57,93,36
Dec-2026,IT & Digital Infrastructure Department,IT Automation,59,94,35
Jan-2027,IT & Digital Infrastructure Department,IT Automation,60,94,34
Feb-2027,IT & Digital Infrastructure Department,IT Automation,61,94,33
Mar-2027,IT & Digital Infrastructure Department,IT Automation,61,95,34
Apr-2027,IT & Digital Infrastructure Department,IT Automation,62,96,34
May-2027,IT & Digital Infrastructure Department,IT Automation,64,96,32
Jun-2027,IT & Digital Infrastructure Department,IT Automation,65,96,31
Jul-2027,IT & Digital Infrastructure Department,IT Automation,66,96,30
Aug-2027,IT & Digital Infrastructure Department,IT Automation,66,96,30
Sep-2027,IT & Digital Infrastructure Department,IT Automation,68,97,29
Oct-2027,IT & Digital Infrastructure Department,IT Automation,70,98,28
Nov-2027,IT & Digital Infrastructure Department,IT Automation,71,99,28
Dec-2027,IT & Digital Infrastructure Department,IT Automation,71,99,28
Jan-2026,GIS & Data Dissemination Department,GIS,37,62,25
Feb-2026,GIS & Data Dissemination Department,GIS,39,66,27
Mar-2026,GIS & Data Dissemination Department,GIS,40,70,30
Apr-2026,GIS & Data Dissemination Department,GIS,42,74,32
May-2026,GIS & Data Dissemination Department,GIS,45,77,32
Jun-2026,GIS & Data Dissemination Department,GIS,47,81,34
Jul-2026,GIS & Data Dissemination Department,GIS,50,85,35
Aug-2026,GIS & Data Dissemination Department,GIS,51,88,37
Sep-2026,GIS & Data Dissemination Department,GIS,53,93,40
Oct-2026,GIS & Data Dissemination Department,GIS,56,98,42
Nov-2026,GIS & Data Dissemination Department,GIS,59,98,39
Dec-2026,GIS & Data Dissemination Department,GIS,61,98,37
Jan-2027,GIS & Data Dissemination Department,GIS,64,98,34
Feb-2027,GIS & Data Dissemination Department,GIS,66,98,32
Mar-2027,GIS & Data Dissemination Department,GIS,67,99,32
Apr-2027,GIS & Data Dissemination Department,GIS,69,99,30
May-2027,GIS & Data Dissemination Department,GIS,71,100,29
Jun-2027,GIS & Data Dissemination Department,GIS,73,100,27
Jul-2027,GIS & Data Dissemination Department,GIS,75,100,25
Aug-2027,GIS & Data Dissemination Department,GIS,77,100,23
Sep-2027,GIS & Data Dissemination Department,GIS,79,100,21
Oct-2027,GIS & Data Dissemination Department,GIS,81,100,19
Nov-2027,GIS & Data Dissemination Department,GIS,83,100,17
Dec-2027,GIS & Data Dissemination Department,GIS,84,100,16
Jan-2026,GIS & Data Dissemination Department,Spatial Data Analysis,46,63,17
Feb-2026,GIS & Data Dissemination Department,Spatial Data Analysis,48,65,17
Mar-2026,GIS & Data Dissemination Department,Spatial Data Analysis,50,68,18
Apr-2026,GIS & Data Dissemination Department,Spatial Data Analysis,51,72,21
May-2026,GIS & Data Dissemination Department,Spatial Data Analysis,52,76,24
Jun-2026,GIS & Data Dissemination Department,Spatial Data Analysis,53,80,27
Jul-2026,GIS & Data Dissemination Department,Spatial Data Analysis,53,82,29
Aug-2026,GIS & Data Dissemination Department,Spatial Data Analysis,54,86,32
Sep-2026,GIS & Data Dissemination Department,Spatial Data Analysis,56,90,34
Oct-2026,GIS & Data Dissemination Department,Spatial Data Analysis,58,93,35
Nov-2026,GIS & Data Dissemination Department,Spatial Data Analysis,59,93,34
Dec-2026,GIS & Data Dissemination Department,Spatial Data Analysis,60,93,33
Jan-2027,GIS & Data Dissemination Department,Spatial Data Analysis,61,94,33
Feb-2027,GIS & Data Dissemination Department,Spatial Data Analysis,61,94,33
Mar-2027,GIS & Data Dissemination Department,Spatial Data Analysis,63,94,31
Apr-2027,GIS & Data Dissemination Department,Spatial Data Analysis,65,94,29
May-2027,GIS & Data Dissemination Department,Spatial Data Analysis,65,94,29
Jun-2027,GIS & Data Dissemination Department,Spatial Data Analysis,67,94,27
Jul-2027,GIS & Data Dissemination Department,Spatial Data Analysis,68,95,27
Aug-2027,GIS & Data Dissemination Department,Spatial Data Analysis,69,95,26
Sep-2027,GIS & Data Dissemination Department,Spatial Data Analysis,71,95,24
Oct-2027,GIS & Data Dissemination Department,Spatial Data Analysis,72,95,23
Nov-2027,GIS & Data Dissemination Department,Spatial Data Analysis,72,96,24
Dec-2027,GIS & Data Dissemination Department,Spatial Data Analysis,74,96,22
Jan-2026,GIS & Data Dissemination Department,Remote Sensing,73,73,0
Feb-2026,GIS & Data Dissemination Department,Remote Sensing,72,74,2
Mar-2026,GIS & Data Dissemination Department,Remote Sensing,73,75,2
Apr-2026,GIS & Data Dissemination Department,Remote Sensing,73,75,2
May-2026,GIS & Data Dissemination Department,Remote Sensing,72,76,4
Jun-2026,GIS & Data Dissemination Department,Remote Sensing,72,77,5
Jul-2026,GIS & Data Dissemination Department,Remote Sensing,74,78,4
Aug-2026,GIS & Data Dissemination Department,Remote Sensing,75,79,4
Sep-2026,GIS & Data Dissemination Department,Remote Sensing,74,80,6
Oct-2026,GIS & Data Dissemination Department,Remote Sensing,73,80,7
Nov-2026,GIS & Data Dissemination Department,Remote Sensing,73,81,8
Dec-2026,GIS & Data Dissemination Department,Remote Sensing,72,82,10
Jan-2027,GIS & Data Dissemination Department,Remote Sensing,73,83,10
Feb-2027,GIS & Data Dissemination Department,Remote Sensing,74,84,10
Mar-2027,GIS & Data Dissemination Department,Remote Sensing,75,84,9
Apr-2027,GIS & Data Dissemination Department,Remote Sensing,75,84,9
May-2027,GIS & Data Dissemination Department,Remote Sensing,76,85,9
Jun-2027,GIS & Data Dissemination Department,Remote Sensing,76,86,10
Jul-2027,GIS & Data Dissemination Department,Remote Sensing,76,86,10
Aug-2027,GIS & Data Dissemination Department,Remote Sensing,77,87,10
Sep-2027,GIS & Data Dissemination Department,Remote Sensing,78,87,9
Oct-2027,GIS & Data Dissemination Department,Remote Sensing,77,87,10
Nov-2027,GIS & Data Dissemination Department,Remote Sensing,77,88,11
Dec-2027,GIS & Data Dissemination Department,Remote Sensing,78,89,11
Jan-2026,GIS & Data Dissemination Department,Data Visualization,37,72,35
Feb-2026,GIS & Data Dissemination Department,Data Visualization,39,72,33
Mar-2026,GIS & Data Dissemination Department,Data Visualization,40,73,33
Apr-2026,GIS & Data Dissemination Department,Data Visualization,41,73,32
May-2026,GIS & Data Dissemination Department,Data Visualization,42,74,32
Jun-2026,GIS & Data Dissemination Department,Data Visualization,43,75,32
Jul-2026,GIS & Data Dissemination Department,Data Visualization,44,76,32
Aug-2026,GIS & Data Dissemination Department,Data Visualization,46,77,31
Sep-2026,GIS & Data Dissemination Department,Data Visualization,47,78,31
Oct-2026,GIS & Data Dissemination Department,Data Visualization,49,78,29
Nov-2026,GIS & Data Dissemination Department,Data Visualization,50,78,28
Dec-2026,GIS & Data Dissemination Department,Data Visualization,51,78,27
Jan-2027,GIS & Data Dissemination Department,Data Visualization,51,78,27
Feb-2027,GIS & Data Dissemination Department,Data Visualization,53,78,25
Mar-2027,GIS & Data Dissemination Department,Data Visualization,53,79,26
Apr-2027,GIS & Data Dissemination Department,Data Visualization,54,79,25
May-2027,GIS & Data Dissemination Department,Data Visualization,56,80,24
Jun-2027,GIS & Data Dissemination Department,Data Visualization,57,81,24
Jul-2027,GIS & Data Dissemination Department,Data Visualization,57,82,25
Aug-2027,GIS & Data Dissemination Department,Data Visualization,58,82,24
Sep-2027,GIS & Data Dissemination Department,Data Visualization,60,83,23
Oct-2027,GIS & Data Dissemination Department,Data Visualization,62,83,21
Nov-2027,GIS & Data Dissemination Department,Data Visualization,63,84,21
Dec-2027,GIS & Data Dissemination Department,Data Visualization,64,84,20
Jan-2026,GIS & Data Dissemination Department,Open Data,49,69,20
Feb-2026,GIS & Data Dissemination Department,Open Data,53,69,16
Mar-2026,GIS & Data Dissemination Department,Open Data,58,70,12
Apr-2026,GIS & Data Dissemination Department,Open Data,63,71,8
May-2026,GIS & Data Dissemination Department,Open Data,68,72,4
Jun-2026,GIS & Data Dissemination Department,Open Data,73,74,1
Jul-2026,GIS & Data Dissemination Department,Open Data,74,75,1
Aug-2026,GIS & Data Dissemination Department,Open Data,76,77,1
Sep-2026,GIS & Data Dissemination Department,Open Data,78,78,0
Oct-2026,GIS & Data Dissemination Department,Open Data,79,79,0
Nov-2026,GIS & Data Dissemination Department,Open Data,80,80,0
Dec-2026,GIS & Data Dissemination Department,Open Data,81,81,0
Jan-2027,GIS & Data Dissemination Department,Open Data,82,82,0
Feb-2027,GIS & Data Dissemination Department,Open Data,84,83,-1
Mar-2027,GIS & Data Dissemination Department,Open Data,85,84,-1
Apr-2027,GIS & Data Dissemination Department,Open Data,87,86,-1
May-2027,GIS & Data Dissemination Department,Open Data,88,87,-1
Jun-2027,GIS & Data Dissemination Department,Open Data,88,88,0
Jul-2027,GIS & Data Dissemination Department,Open Data,89,90,1
Aug-2027,GIS & Data Dissemination Department,Open Data,90,91,1
Sep-2027,GIS & Data Dissemination Department,Open Data,91,92,1
Oct-2027,GIS & Data Dissemination Department,Open Data,92,93,1
Nov-2027,GIS & Data Dissemination Department,Open Data,93,94,1
Dec-2027,GIS & Data Dissemination Department,Open Data,95,94,-1
Jan-2026,GIS & Data Dissemination Department,Data Dissemination,47,67,20
Feb-2026,GIS & Data Dissemination Department,Data Dissemination,47,70,23
Mar-2026,GIS & Data Dissemination Department,Data Dissemination,47,73,26
Apr-2026,GIS & Data Dissemination Department,Data Dissemination,49,77,28
May-2026,GIS & Data Dissemination Department,Data Dissemination,51,80,29
Jun-2026,GIS & Data Dissemination Department,Data Dissemination,52,83,31
Jul-2026,GIS & Data Dissemination Department,Data Dissemination,53,85,32
Aug-2026,GIS & Data Dissemination Department,Data Dissemination,53,88,35
Sep-2026,GIS & Data Dissemination Department,Data Dissemination,53,91,38
Oct-2026,GIS & Data Dissemination Department,Data Dissemination,55,94,39
Nov-2026,GIS & Data Dissemination Department,Data Dissemination,55,94,39
Dec-2026,GIS & Data Dissemination Department,Data Dissemination,56,94,38
Jan-2027,GIS & Data Dissemination Department,Data Dissemination,56,95,39
Feb-2027,GIS & Data Dissemination Department,Data Dissemination,56,95,39
Mar-2027,GIS & Data Dissemination Department,Data Dissemination,58,95,37
Apr-2027,GIS & Data Dissemination Department,Data Dissemination,60,95,35
May-2027,GIS & Data Dissemination Department,Data Dissemination,60,95,35
Jun-2027,GIS & Data Dissemination Department,Data Dissemination,62,96,34
Jul-2027,GIS & Data Dissemination Department,Data Dissemination,63,97,34
Aug-2027,GIS & Data Dissemination Department,Data Dissemination,64,98,34
Sep-2027,GIS & Data Dissemination Department,Data Dissemination,65,99,34
Oct-2027,GIS & Data Dissemination Department,Data Dissemination,67,100,33
